job_title,company,content,skills,check
Data Engineer,Netcompany-Intrasoft,"We are Netcompany-Intrasoft, a leading European IT Solutions and Services Group with strong international presence and expertise, offering innovative and added-value solutions of the highest quality to a wide range of international and national public and private organizations. More than 500 organizations in over 70 countries worldwide have chosen the company's services and solutions to fulfill their business needs. For more information regarding our company, currentprojects, and openings around Europe, please consult our website:  .   We are looking for a  for our offices in Athens A day in the life of a  You will be member of Netcompany-Intrasoft's Data Analytics Competence Center . You will be part of an international team of data engineers & data scientists implementing a state-of-the-art Big Data projects, that involve the deployment of massively parallel data store and processing engines, the ingestion and analysis of multiple petabytes of data, and the implementation of Artificial Intelligence algorithms that will provide actionable intelligence to the customer. Your main duties will be: Creating batch and streaming analytics implementations for very large data sets by utilizing distributed technologies Optimizing ingestion and query performance on distributed data stores and SQL engines Implementing data extraction, enrichment, processing, and load workflows. Performing preliminary statistical analysis, training and implementation of inference engines based on formal modeling By joining Netcompany - Intrasoft ,a leading IT company, you will be part of a hub of 1.700+ tech enthusiasts in Greece. You will work using cutting-edge technologies that contribute to the design and delivery of solutions and products for challenging, large-scale IT projects, that affect the lives of millions of citizens around the globe. Qualifications If you have Solid experience as a  Degree in Computer Science, Technology, Engineering, Math or equivalent Advanced experience with relational databases, query authoring (SQL) as well as working familiarity with a variety of databases (including noSQL). Experience in building and optimizing ‘big data’ data pipelines, architectures and data sets. As well as in the development of Data Ingestion Pipelines and Data Analysis Applications Experience performing root cause analysis on internal and external data and processes to answer specific business questions and identify opportunities for improvement. Build processes supporting data transformation, data structures, metadata, dependency and workload management. A successful history of manipulating, processing and extracting value from large and disconnected datasets. Experience supporting and working with cross-functional teams in a dynamic environment. …then this position is suitable for you! It would also be a plus if you had one or more of the below Experience with big data tools: Flume, nifi, Hadoop, Spark, Kafka, etc. Experience with SQL and NoSQL databases (such as MongoDB, ElasticSearch, HDFS, Kudu, HBase, Impala, Hive etc) Experience with object-orientedobject function scripting languages: Python, Java, C++, Scala, etc. This position comes with Competitive compensation packages Continuous learning (with the most modern methods - unlimited access to Udemy for Business), andfast career growth Interesting and challenging tasks within large-scale projects An internationaldynamic within a fast-pacedworking environment The opportunity to work in a diverse environment with talented colleagues Additional Information We ensure equal opportunities, treatment, and consideration to all candidates. Discrimination based on sex, racial or ethnic origin, religion or belief, disability, age, sexual orientation or marital status, physical or mental disability, or any other factor protected by applicable laws and regulations is prohibited. At Netcompany-Intrasoft we respect human rights as part of our culture, and we focus on creating a positive workplace in which all employees are valued and where diversity and inclusivity are welcomed. The safety and well-being of our employees remain our top priority. Please note that Netcompany-Intrasoft recruitment process is being conducted virtually due to preventive measures against the Covid-19 pandemic. Our culture Our peopleare the most important element of our success. Our work life is well defined by our set of fundamental Values: Be the link of a great team that forms a unique network across departments, countries and business units and operates with trust, open communication, transparency and respect. We make it happen with our expertise, accountability and solution-driven attitude. We always strive for improvement, always with an eye on the big picture. We learn & evolve by embracing a culture of building on our experiences, sharing our knowledge and developing our skills. We are always open to new ideas and invite all our colleagues to contribute with theirs. We fuel creativity in every aspect of our everyday life at Netcompany - Intrasoft; in the solutions and products we design and the initiatives we undertake. We share customer success by understanding their unique needs, corresponding to their vision, and exceeding their expectations. *Please submit your CV in English All applications will be treated as strictly confidential.",['XML'],0.0
AWS Cloud Data Engineer,Netcompany-Intrasoft,"We are Netcompany-Intrasoft, a leading European IT Solutions and Services Group with strong international presence and expertise, offering innovative and added-value solutions of the highest quality to a wide range of international and national public and private organizations. More than 500 organizations in over 70 countries worldwide have chosen the company's services and solutions to fulfill their business needs. For more information regarding our company, currentprojects, and openings around Europe, please consult our website:  .   A day in the life of an AWS Cloud  As anAWS Cloud , you will be involved in the design, implementation and management of technology-based business solutions based on Cloud Services to improve our clients’ delivery approach. You will be analyzing and implementing configuration changes and assisting in the design of cloud related solutions to meet both functional and technical requirements. Your main duties will be to: Interface with customers, gathering requirements and delivering end-to-end cloud solutions. Design, implement, and support a platform providing secured access to large datasets. Model data and metadata to support ad-hoc and pre-built reporting. Recognize and adopt best practices in reporting and analysis: data integrity, test design, analysis, validation, and documentation. Analyze and solve problems at their root, stepping back to understand the broader context. Learn and understand a broad range of Amazon data resources and know when, how, and which to use. Keep up to date with advances in big data technologies and run pilots to design the data architecture to scale with the increased data volume using AWS services. Continually improve ongoing reporting and analysis processes, automating or simplifying self-service support for datasets. Triage many possible courses of action in a high-ambiguity environment, making use of both quantitative analysis and business judgment. By joining Netcompany - Intrasoft,theleadingIT company in Greece, you willbe part ofa hubof 1.700+tech enthusiasts. You will workusingcutting-edgetechnologiesthat contribute tothe design anddelivery ofsolutions and productsforchallenging, large-scaleITprojects,that affect the lives of millions of citizens around the globe. Qualifications If you have: University degree in Computer Science, Information Systems, or other relevant disciplines At least 7 years of experience in ICT sector At least 3 years of experience as a Cloud  or related speciality (e.g., , Business Intelligence Engineer, Software Engineer) with a track record of manipulating, processing, and extracting value from large datasets Expertise with data warehousing technical components (e.g. Data Modeling, ETL and Reporting), infrastructure (e.g. hardware and software) and their integration Experience with modern DevOps tooling (e.g., GIT, Terraform, Jenkins, Ansible, Puppet, Docker, Kubernetes) Experience with modern engineering and agile practices as well as shift left CICD Experience with scripting andor ideally one language, (e.g., Python, .NET, PowerShell, Nodejs, Ruby, Java) Experience with Migrate application data from on-prem databases to Cloud databases Experience with AWS Tools: Lambda, Redshift, S3, EC2, etc. Experience with Kafka or other comparable streaming platform Experience with Spark, Hadoop, or other big datadistributed computing paradigm Experience withdevelopmentdelivery stakeholders on cloud application migrations or large-scalecomplexinitiatives Deep understanding of broader cloud ecosystem including Cloud Computing Technologies, business drivers and leading-edge cloud emerging technologies and trends Formal requirements analysis and architecture modelling methodologies and tools. Experience with the design and architecture of systems and software components AWS Certification (AWS Cloud Practitioner, AWS Solution architect, etc) Excellent command of the English language (written & verbal) Willingness of working in an internationalmulticultural environment Adaptability and a team spirit. …then this position is suitable for you! It would also be a plus if you had: Experience providing operational support for a production service. Other AWS services (RDS, Elasticache (REDIS), Load Balancing). This position comes with: Competitivecompensation packages Continuous learning (with the most modern methods - unlimited access to Udemy for Business) andfast career growth Interesting and challengingtaskswithin large-scale projects An internationaldynamicwithin afast-pacedworking environment The opportunityto work in adiverseenvironment withtalentedcolleagues Additional Information We ensure equal opportunities, treatment, and consideration to all candidates. Discrimination based on sex, racial or ethnic origin, religion or belief, disability, age, sexual orientation or marital status, physical or mental disability, or any other factor protected by applicable laws and regulations is prohibited. At Netcompany-Intrasoft we respect human rights as part of our culture, and we focus on creating a positive workplace in which all employees are valued and where diversity and inclusivity are welcomed. The safety and well-being of our employees remain our top priority. Please note that Netcompany-Intrasoft recruitment process is being conducted virtually due to preventive measures against the Covid-19 pandemic. *Please submit your CV in English All applications will be treated as strictly confidential Our culture Our peopleare the most important element of our success. Our work life is well defined by our set of fundamental Values : https:bit.ly3SSbBzU Our culture Our peopleare the most important element of our success. Our work life is well defined by our set of fundamental Values : https:bit.ly3SSbBzU *Please submit your CV in English All applications will be treated as strictly confidential.","['artificial intelligence', 'natural language understanding', 'user interface', 'name entity recognition', 'relationship extraction', 'deep learning', 'web framework', 'computer science', 'critical thinking', 'time management', 'career development']",0.0
Azure Cloud Data Engineer,Netcompany-Intrasoft,"We are Netcompany-Intrasoft, a leading European IT Solutions and Services Group with strong international presence and expertise, offering innovative and added-value solutions of the highest quality to a wide range of international and national public and private organizations. More than 500 organizations in over 70 countries worldwide have chosen the company's services and solutions to fulfill their business needs. For more information regarding our company, currentprojects, and openings around Europe, please consult our website:  .   A day in the life of an Azure Cloud . As anAzure Cloud , you will be part of a growing team composed by our Cloud Data Architects, Engineers and Analysts working on Azure Cloud Environment. You will focus on developing solutions leveraging cloud-based data platforms and associated technologies. Your main duties will be to: Analyzenew and existing public cloud services and create solutions that meet stakeholder requirements and standards Ownthe end-to-end delivery of solutions which will include developing, testing and releasing Infrastructure as Code Help our clients modernize their architecture and core technologies Contributeto the refinement of technical requirements Createand updateapplicable technical documentation Coachand mentorother team members Consult on best engineering practices, quality standards and principles Build full-stack automated quality - IaC, coordinate deployment, and monitoring Promote best practices for building and operating highly reliable systems, to our clients By joining Netcompany - Intrasoft,theleadingIT company in Greece, you willbe part ofa hubof 1.700+tech enthusiasts. You will workusingcutting-edgetechnologiesthat contribute tothe design anddelivery ofsolutions and productsforchallenging, large-scaleITprojects,that affect the lives of millions of citizens around the globe. Qualifications If you have: University degree in Computer Science, Information Systems, or other relevant disciplines At least 7 years of experience in ICT sector At least3 yearsof proven experience in designing and hands-on development in cloud-based analytics solutions Good understanding on Azure Data Factory, Azure Synapse, Azure SQL, Azure Data Lake, and Azure App Service Experience in designing and buildingdata pipelines using API ingestion and streaming ingestionmethods Knowledgeof Dev-Opsprocesses (including CICD) and Infrastructure as code Experience in developing NO SQL solutions using Azure Cosmos DB Thorough understanding of Azure Cloud Infrastructure offerings Experience in common data warehouse modeling principles including Kimball, Inmon KnowledgeofAzure Databricks, Azure IoT, Azure HDInsight + Spark, Azure Stream Analytics, Power BI Experience with configuration management tools like Puppet and Ansible. Hands-on experience with CPowershell scripting, Python,GIT(GitHub, Azure Devops) Familiar with containers (Openshift, Kubernetes, Docker etc.) Experience developing security models Microsoft Azure-related Certifications (e.g., Azure  Associate) Excellent command of the English language (written & verbal) Willingness of working in an internationalmulticultural environment …then this position is suitable for you! It would also be a plus if you had: Experience with additional Modern Data Platforms related technologies such as Snowflake, Matillion, BryteFlow and Tableau Knowledge of Microsoft BI Stack (SSRSSSAS (Tabular with DAX & OLAP with MDX) SSIS) This position comes with: Competitivecompensation packages Continuous learning (with the most modern methods - unlimited access to Udemy for Business) andfast career growth Interesting and challengingtaskswithin large-scale projects An internationaldynamicwithin afast-pacedworking environment The opportunityto work in adiverseenvironment withtalentedcolleagues Additional Information We ensure equal opportunities, treatment, and consideration to all candidates. Discrimination based on sex, racial or ethnic origin, religion or belief, disability, age, sexual orientation or marital status, physical or mental disability, or any other factor protected by applicable laws and regulations is prohibited. At Netcompany-Intrasoft we respect human rights as part of our culture, and we focus on creating a positive workplace in which all employees are valued and where diversity and inclusivity are welcomed. The safety and well-being of our employees remain our top priority. Please note that Netcompany-Intrasoft recruitment process is being conducted virtually due to preventive measures against the Covid-19 pandemic. *Please submit your CV in English All applications will be treated as strictly confidential Our culture Our peopleare the most important element of our success. Our work life is well defined by our set of fundamental Values : https:bit.ly3SSbBzU Our culture Our peopleare the most important element of our success. Our work life is well defined by our set of fundamental Values : https:bit.ly3SSbBzU *Please submit your CV in English All applications will be treated as strictly confidential.","['detail orient', 'social medium', 'quality assurance']",0.0
Senior Data Scientist - NLP Engineer,Voiceweb S.A,"VoiceWeb has been one of the early pioneers of speech and NLP technologies since 2001, building next-generation Artificial Intelligence, Natural Language Understanding and Machine Learning products with focus on Multimodal and Cross-Channel User Interfaces for our clients in Europe, dle East & Africa. The position requires individuals who enjoy taking challenges, prioritize and meet deadlines, have a collaborative work ethic and teamwork spirit, working closely with a local and remote team of developers, speech scientists, engineers and subcontractors. The role is hybrid combining a blend of in-office and remote working. We have: A state-of-the-art, highly innovative Product platform, the first of its kind globally, that we continuously expandimprove to maintain our leadership A team of seasoned experts to collaborate with International clients and projects in 3 continents An open mind to new technologies, methodologies, challenges, and innovation We are looking for you if you can: Leverage a wide range of techniques from linguistic rules to transformers and deep neural networks in your day-to-day work Research, experiment with and implement innovative approaches to named entity recognition, relationship extraction entity linking and classification Work with customer provided data to both evaluate and continuously iterate on NLP solutions Produce performant and production quality robust code following the best practices adopted by the product team Improve (in performance, accuracy etc.) existing solution to NLP problems Have an agile product mentality balancing between finding solutions that deliver high precisionrecall, over simpler approaches that can give value to customers in shorter intervals. Demonstrate passion, excitement, and real interest in what we do while being respectful of others and fun to work with Proven experience with Python Deep Learning Frameworks (Pytorch preferably, Keras optionally) Get involved in all stages of ML lifecycle Optionally, you might have: Experience with voice bots andor chatbots Knowledge of No Code andor Low Code frameworks Experience with Application Containerization method and Application Containerization Engines (e.g. Docker) Experience with web frameworks for building APIs with Python (e.g. Flask, FastAPI) You are: Holding a Degree in Data Science, Computer Science, or similar field A   NLP Engineer with more than 3 years of experience Proficient in English, both verbal and written Hard worker, task, deliverables, and quality oriented Highly knowledgeable and efficient in standards and documentation Self-motivated, proactive with demonstrated creative and critical thinking capabilities Fun to work with and be around, like we are Passionate, enthusiastic and with a desire to meet objectives and company targets Responsible and accountable, with multi-tasking abilities, sound judgment and professionalism Efficient, organized, with problem solving and time management skills Quick to adjust inside a rapid-changing environment We offer: An attractive remuneration package Private insurance & health plan Annual performance bonus for meeting quality objectives and completion targets Continuous learningtraining and research in new technologies, methodologies and innovations A great environment to work in, excel and progress professionally An excellent opportunity for international career development within a dynamic, fast moving market sector offering demonstrable career challenges internationally If you want to join a team of global leaders in their field, send your CV to  referencing the position code. All applications will be treated in strict confidentiality. Only suitable candidates will be contacted.","['data science', 'big datum', 'datum cleansing', 'software development', 'relational database', 'computer science', 'problem solve', 'self motivation', 'write communication', 'pension fund']",0.0
Senior Data Engineers,Deloitte,"YOUR OPPORTUNITY Deloitte is proud to be named the consulting service provider in the world by Gartner and a leader in Magic Quadrant for Data and Analytics Service Providers . We are delivering business advisory and technology-enabled business transformations across the globe, always with a focus to our vision: to make an impact that matters . Within Deloitte, the Core Business Operations team focuses on delivering trusted high-end technology advisory services. Under this framework, we are currently looking for enthusiastic  s to become part of our dynamic Consulting team in our offices in Athens . In this role, you’ll work with cutting-edge technologies to help clients transform their technology platforms and business operations. Partnering with some of the world largest organizations, you’ll help COO, CFO, CIO and their teams realize their ambitions – from improving financial performance, to accelerating speed to market and delivering continuous innovation. Our diverse and passionate team is encouraged to use agile techniques in the development, delivery and on-going management of analytics services and solutions that solve complex business issues through descriptive analytics, advanced visualization, data warehousing, multi-dimensional modelling and business intelligence. At Deloitte, you will offer solutions for our customers’ challenges, while subsequently working on your own career and personal growth ambitions. You’ll learn and develop a mix of advisory and technology skills that will help you define effective strategies and put them intoaction. Collaboration will sit at the heart of everything you do, as you work closely with both colleagues and clients to deliver projects that drive businesses forward. Together we’ll help to imagine and deliver solutions that prepare organisations for the future — overcoming new challenges and embracing the opportunities that come with advances in technology during this new digital age. YOUR ROLE AND RESPONSIBILITIES Your role as a  Consultant will focus on the delivery of client engagements, by understanding objectives for clients and Deloitte, aligning your own work to objectives and setting personal priorities, teaming with others across businesses and borders and taking accountability for own and team results. In this role, you will build relationships and exercise your communication skills in order to positively influence your peers and other stakeholders. You will commit to personal learning and development by actively seeking opportunities for growth, you will share knowledge and experience with others, and act as a strong brand ambassador, embracing our purpose and values in order to put these into practice in your professional life. During your tenure as a  Consultant , you will demonstrate and develop your ability to: Build and contribute domain thought-ware for use by the network Select appropriate methods for collecting and analyzing data, and develop informed recommendations that shape or support the client business strategy Address client business challenges in the intersection of process and technology Produce a high quality work product and collaborate with others to deliver a superior client experience Deliver key messages with clarity, confidence and poise to instill confidence in clients Apply a global and diverse perspective to problem solving Understand how business functions operate and how sector trends impact a client business Serve as a technical expert on efficiency practices around databases and especially the SQL Server platform that will drive optimal technology utilization Design data-based solutions that enable the client technology agenda, and communicate market trends and potential impacts effectively to the client Define a structure to help clients manage data to better deliver information and insights to improve organizational performance OUR REQUIREMENTS To qualify for the role you must have: Bachelor Degree in Information Technology, Computer Science, Engineering, Mathematics or other related field Master Degree in Information Technology or Computer Science At least 4 years of relevant work experience Strong knowledge of Data Warehouse principles and Database Technologies Strong command of SQL, Stored Procedures and ETL flows Very Good Testing & Quality Assurance Review Experience in IBM AS400 andor MS SQL Server will be considered a plus Experience with Microsoft Stack and Azure data services (e.g. Azure Data Factory, Azure SQL Database) and ETL tools (e.g. MS SSIS, Oracle Data Integrator etc.) will be considered a plus Experience in development of data visualization solutions (e.g. PowerBI, Tableau, QlikSense) will be considered a plus Experience in Financial Services Sector will be considered a plus Strong interpersonal and communications skills in Greek and in English Military obligations fulfilled where applicable ABOUT CONSULTING Five core competency areas make up our Consulting service line: Strategy, Analytics and M&A Customer and Marketing Core Business Operations Human Capital Enterprise Technology and Performance We exist to solve complex problems Our consultants are renowned for their straightforward approach to solving some of the world largest and most complex business challenges. Each member of our Consulting team is energized by the challenge a seemingly inscrutable problem presents. Our distinctiveness lies in our refusal to accept a problem at face value - we draw on the depth of our shared insight to ask the right questions, and it these questions that uncover answers - answers with impact. We are committed to collaboration Our role is to unlock potential for growth and innovation. We believe this requires real collaboration – with our own networks and with our clients. It why we commit to truly getting under the skin of our client needs, developing a full appreciation for their environment, goals and ambitions. We’re also unafraid to challenge. In so doing, we build long-term and trusted affinities. We create long-term, sustainable impact We often work hand-in-hand with our clients to help find the right solution and to help apply that solution. Our aim is to leave behind ambassadors who are equipped to continue the transformation we began. For us, it about embedding sustainable change, allowing the impact of our insight to be felt for a long time to come. WHY DELOITTE At Deloitte, we create positively differentiated work experiences that enable our people to feel valued and achieve their full potential. We value difference, and embrace people with diverse backgrounds and thinking styles. Knowing that people work best in different ways, we are happy to discuss alternative arrangements if the working pattern you are looking for is not specifically indicated. ABOUT DELOITTE Our services Deloitte offers Global professional services that include Audit, Risk Advisory, Tax, Consulting and Financial Advisory. Our approach combines insight and innovation from multiple disciplines with global business and industry expertise to help our clients excel anywhere in the world. We deliver outstanding impact on the reputation and success of our clients, in Greece and globally. In pursuing this we contribute to a sustainable and prosperous society, and are firm believers in the positive impact business can and should have on the world it operates within. Our  Our purpose, “To make an impact that matters for our clients, our people and society “- defines who we are and what we stand for. This is not about size, it's about being the first choice. The first choice for the largest and most influential clients, and the first choice for the best talent. Our values At Deloitte we foster a collaborative culture where talented individuals can produce their best work. We value innovative thinking, diverse insights and a genuinely distinctive level of customer service through our expertise and professionalism. We value difference, with respect at the heart of our inclusive culture. Our talent experience From day one at our firm, practitioners are part of a community. Our development and career progression framework will help them develop the skills and capabilities to succeed. The wellness of our people and the ability to offer agile working arrangements is at the centre of our unique talent experience. We create a workplace that encourages collaboration, creativity, inclusiveness to ensure our staff are supported, encouraged and feel a sense of purpose and meaning in what they do each day. Sounds like the sort of role for you? Apply now.","['requirement analysis', 'solution design', 'data extraction', 'quality assurance', 'computer science', 'cloud development', 'value creation', 'GCP']",0.0
Online Data Analysts,Telus,"TELUS International AI-Data Solutions partners with a diverse and vibrant community to help our customers enhance their AI and machine learning models. The work of our AI Community contributes to improving technology and the digital experiences of many people around the world. Our AI Community works in our proprietary AI training platform handling all data types (text, images, audio, video and geo) across 500+ languages and dialects. We offer flexible work-from-home opportunities for people with passion for languages. The jobs are part-time , and there is no fixed schedule. Whoever you are, wherever you come from, come join our global AI community . description We are hiring freelance (English & Greek speaking) Online s for a project aimed at improving the content and quality of digital maps, which are used by millions of users globally. The job would suit someone who is detail-oriented , likes doing research and has a good knowledge of national and local geography . This is a freelance position on a flexible schedule - you can work in your own time whenever work is available. You will be completing research and evaluation tasks in a web-based environment, eg verifying and comparing data, determining the relevance and accuracy of information. You will be provided with guidelines for each task, which need to be followed. The project offers a variety of tasks, and work is paid per task. Requirements  Full Professional Proficiency in English & Greek  You must be living in Greece the last 2 consecutive years  Ability to follow guidelines and do research online using search engines, online maps and website information  You must have familiarity with current and historical business, media, sport, news, social media and cultural affairs in Greece  Being open to work across a diverse set of Task Types (e.g. Maps, News, Audio tasks, Relevance)  Applicants must be 18 years or over. Working on this project will require you to go through a standard recruitment process (including passing an open book assessment). This is a long-term project and your work will occasionally be subject to quality assurance checks. Requirements  Full Professional Proficiency in English & Greek  You must be living in Greece the last 2 consecutive years  Ability to follow guidelines and do research online using search engines, online maps and website information  You must have familiarity with current and historical business, media, sport, news, social media and cultural affairs in Greece  Being open to work across a diverse set of Task Types (e.g. Maps, News, Audio tasks, Relevance)  Applicants must be 18 years or over. Working on this project will require you to go through a standard recruitment process (including passing an open book assessment). This is a long-term project and your work will occasionally be subject to quality assurance checks.","['machine learn', 'software development', 'software testing', 'computer science', 'object orient design', 'api design', 'version control', 'control system', 'natural language processing', 'deep learning', 'software engineering', 'technical writing', 'SOA']",0.0
Customer Operations Reporting & Data Analyst,ΗΡΩΝ ΕΝΕΡΓΕΙΑΚΗ Α.Ε.,"Η εταιρεία ΗΡΩΝ ΕΝΕΡΓΕΙΑΚΗ Α.Ε. αναζητεί Customer Operations Reporting &  Περιγραφή Θέσης ΟΗ κάτοχος της θέσης είναι υπεύθυνοςη για τη συλλογή, αποθήκευση και ανάλυση στατιστικών δεδομένων, για όλα τα τμήματα του Customer Operations. Κύριες Αρμοδιότητες: Αναλύει και να αναπτύσει στατιστικά δεδομένα ώστε να προσδιορίζει τις τάσεις και την καμπύλη της απόδοσης των τμημάτων της διευθυνσης, με σκοπό τη βελτίωση των διαδικασιών και την αναγνώριση των ευκαιριών ανάπτυξης αύξησης της αποδοτικότητας της ομάδας Δημιουργεί reports - dashboards, Συνεργάζεται και επικοινωνεί με όλα τα τμήματα της εταιρείας για τη συλλογή των απαιτήσεων & τον σχεδιασμόαποτύπωση των αναγκών. Απαραίτητα Προσόντα : Πτυχίο Μαθηματικών, Πληροφορικής, Οικονομικών Επιστημών ή Στατιστικής. 2 έτη προϋπηρεσία σε αντίστοιχη θέση Τεχνικές γνώσεις σχετικές με κώδικα, queries, τεχνικές παρουσιάσεων & reports. Άριστο επίπεδο γνώσεων excel & SQL. Επιθυμητά Προσόντα : Προηγούμενη εμπειρία σε τεχνικές σχεδιασμού και τμηματοποίησης βάσεων δεδομένων και μοντέλων. Γνώσεις προγραμματισμού XML & Javascript. Γνώσεις πακέτων στατιστικών δεδομένων, SPSS & Microsoft Dynamics Ομαδικό πνεύμα Αριστες επικοινωνιακές δεξιότητες","['cloud infrastructure', 'data ingestion', 'data architecture', 'code review', 'computer engineering', 'computer science', 'software engineering', 'database system', 'big datum', 'spark streaming', 'technical writing']",0.0
Data Engineering Consultant,D ONE,"«Making sense of data is the winning competence in all industries.» We build D ONE with the belief that every company will be a data company. Since our beginnings, we help our clients to make sense of their data and generate value. In this role you will advise our clients during the conception, planning and implementation of data analytics projects. Based in our consulting hub in Athens, you will work with your project team to provide our clients the high quality and reliability we are known for. Your tasks will include: Requirement analysis and solution design. Data pipeline automation development; architecture design; data extraction and transformation. Data quality assurance - automation tool development. Implementation of machine learning models. Presenting your results to stakeholders and management. Occasional travel to Switzerland and internationally to meet with your clients and with our team in our headquarters in Zurich. What you bring: University degree in Computer Science or related fields. Knowledge in relevant technologies and programming languages (e.g. SQL, Python, Hadoop, Spark, Java, ...). Experience in working with large data sets, streaming data and databases. Experience in Cloud development and architecture - in at least one of the following platforms: Azure, AWS, GCP. Down-to-earth- and pragmatic result oriented attitude. Excellent communication skills in English. What we offer: An uncomplicated and low noise environment that enables to focus on what matters most. An international team of talented people from diverse backgrounds that have ambitions, always enjoy an additional challenge, and know how to have fun at work. Further development opportunities through our D ONE Academy including mentoring program, knowledge sharing sessions, expert and working groups, as well as tailor-made soft-skill and leadership training. Frequent offsite socializing events. To be successful in this role you will need to: Strive to understand your clients' needs. Deliver outstanding results with high business value in a comprehensible form. Have the intellectual agility required to get the job done in an easy-to-do-business-with way. Value clever and creative team play. Are you interested in joining a great team with a proven track record and to work on projects that will constantly challenge you? We are happy to receive your application with reference: D ONE Value Creation AE Stamatis Stefanakos Aggelou Vlachou 8 Athens 105 56","['public cloud', 'cloud service', 'stakeholder requirement', 'infrastructure as code', 'technical documentation', 'computer science', 'information system', 'azure data factory', 'sql azure', 'data lake', 'azure cosmos db', 'cloud infrastructure', 'power bi', 'configuration management', 'azure devops', 'microsoft azure', 'english language', 'API', 'SSIS']",0.0
Data Engineer,TP SERVGLOBAL LTD,"(-level) – Athens Reference Number: GR_DE1023 The Role: We are looking for an enthusiastic professional to join our Data Science department. You will join a friendly team of leading experts working in a pleasant and inspiring environment. You will have the opportunity to work on cutting-edge projects related to the definition and development of efficient big data structures as well as on data cleansing techniques. The main responsibilities of the position include: Software Development in Python Putting ML models and algorithms in production Design and develop document database in MongoBD Maintain the developed document database Research cutting-edge technologies for data architecture and storage Execute queries in both relational and non-relational databases Improve data quality and efficiently Analyse and resolve data issues Communicate results to the rest of the team Main requirements: BScMSc in Computer Science, Statistics, Physics, any kind of Engineering or related field. Proven experience with UnixLinux Strong analytical and problem-solving skills Expert knowledge of Python. Experience with any high-level programming language will be considered as an advantage. Experience with relational and non-relational databases. The latter is an advantage. Good knowledge of data visualisation techniques Solid knowledge of Pandas, Numpy, Matplotlib and Seaborn Python libraries. Self-motivation and passion for working with data Eagerness for continuous professional development Excellent verbal and written communication skills in English. Benefit from: Attractive remuneration package Private health insurance Corporate pension fund Food allowance Intellectually stimulating work environment Continuous personal development and international training opportunities Type of employment: Full time Location: Athens, Greece Please visit our website https:bit.ly3mrpoTe to submit your online application for this position. All applications will be treated with strict confidentiality!","['big datum', 'artificial intelligence', 'query performance', 'data extraction', 'inference engine', 'computer science', 'relational database', 'database query', 'data pipeline', 'data ingestion', 'root cause analysis', 'build process', 'customer success', 'HDFS']",0.0
Data Engineer,METIS CYBERSPACE TECHNOLOGY SA,"Our cloud infrastructure receives IoT data from thousands of sensors, 3 rd party data from multiple providers and other external systems by leveraging a microservice architecture build with AKS on Azure. As a data engineer you will collaborate with software engineers and data scientists to maintain and utilize our data assets. The role includes the following responsibilities: Design, develop and operate scalable, resilient data ingestion pipelines Collaborate with stakeholders to further enhance our data assets and develop the data architecture Implement and optimize the data architecture Actively perform code reviews and ensure code quality and best practices Develop monitoring solutions and ensure data quality Stay up to date on data engineering technologies and best practices Requirements The minimum technical requirements for the  position are: Bachelor's or higher degree in Computer Engineering, Computer Science or equivalent 5+ years working experience in a similar position Strong hands-on skills in software engineering (e.g. Python, Scala, Java) Strong knowledge of Database Systems and Data Modelling (RDBMSNoSQLTimeseries) Experience with Big Data Frameworks and Data Streaming (e.g. Spark, Kafka, Spark Streaming etc.) The following qualifications will be considered an asset: Hands-on experience with Kubernetes, Docker and containerization concepts Experience with Prometheus, Grafana or similar monitoring solutions Experience with automated build systems such as Jenkins Familiarity with an Agile Development Methodology (Scrum) Key Competencies The successful candidate should: possess excellent interpersonal and teamwork skills contribute to a positive team environment fully understand software engineering concepts and procedures be fluent in English demonstrate strong technical writing skills be organized and methodical enjoy learning new things","['cloud service', 'solution design', 'data integrity', 'test design', 'big datum', 'quantitative analysis', 'computer science', 'information system', 'business intelligence', 'data modeling', 'application datum', 'on prem', 'cloud database', 'cloud application', 'cloud computing', 'emerge technology', 'requirement analysis', 'english language', 'load balance', 'ETL']",0.0
